award_id,organization,year,award_category,award,result,person,role,character,episode_id,season,episode
100,"Golden Globes, USA",2003,Golden Globe,Best Television Series - Comedy or Musical,Nominee,,,,,,
101,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,James L. Brooks,developer,,S30-E11,30.0,11.0
101,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,James L. Brooks,executive creative consultant,,S30-E11,30.0,11.0
101,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,James L. Brooks,executive producer,,S30-E11,30.0,11.0
102,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Matt Groening,character designer,,S30-E11,30.0,11.0
102,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Matt Groening,creative consultant,,S30-E11,30.0,11.0
102,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Matt Groening,creator,,S30-E11,30.0,11.0
102,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Matt Groening,developer,,S30-E11,30.0,11.0
102,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Matt Groening,executive producer,,S30-E11,30.0,11.0
103,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Al Jean,executive producer,,S30-E11,30.0,11.0
104,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Matt Selman,executive producer,,S30-E11,30.0,11.0
105,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,John Frink,executive producer,,S30-E11,30.0,11.0
106,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,J. Stewart Burns,co-executive producer,,S30-E11,30.0,11.0
107,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Bill Odenkirk,co-executive producer,,S30-E11,30.0,11.0
108,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Joel H. Cohen,co-executive producer,,S30-E11,30.0,11.0
109,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Rob LaZebnik,co-executive producer,,S30-E11,30.0,11.0
110,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Jeff Westbrook,co-executive producer,,S30-E11,30.0,11.0
111,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Brian Kelley,co-executive producer,,S30-E11,30.0,11.0
112,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Dan Vebber,co-executive producer,,S30-E11,30.0,11.0
113,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Ryan Koh,co-executive producer,,S30-E11,30.0,11.0
114,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Richard Raynis,producer,,S30-E11,30.0,11.0
115,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Tom Klein,animation producer,,S30-E11,30.0,11.0
116,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Andrea Romero,animation producer,,S30-E11,30.0,11.0
117,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Mike B. Anderson,supervising director,,S30-E11,30.0,11.0
118,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Michael Price,co-executive producer,,S30-E11,30.0,11.0
118,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Michael Price,writer,,S30-E11,30.0,11.0
119,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Rob Oliver,character designer,,S30-E11,30.0,11.0
119,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Rob Oliver,director,,S30-E11,30.0,11.0
120,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Eddie Rosas,assistant director,,S30-E11,30.0,11.0
120,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Eddie Rosas,storyboard artist,,S30-E11,30.0,11.0
121,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Animated Program,Winner,Carlton Batten,lead animation timer,,S30-E11,30.0,11.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Carl Carlson Carl Carlsonson,Moe,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Duffman,Moe,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Kirk Van Houten,Moe,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Moe Szyslak,Moe,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Carl Carlson Carl Carlsonson,Carl,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Duffman,Carl,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Kirk Van Houten,Carl,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Moe Szyslak,Carl,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Carl Carlson Carl Carlsonson,Duffman,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Duffman,Duffman,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Kirk Van Houten,Duffman,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Moe Szyslak,Duffman,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Carl Carlson Carl Carlsonson,Kirk,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Duffman,Kirk,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Kirk Van Houten,Kirk,S30-E6,30.0,6.0
122,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Hank Azaria,Moe Szyslak,Kirk,S30-E6,30.0,6.0
123,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Fox Network,,Moe,S30-E6,30.0,6.0
123,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Fox Network,,Carl,S30-E6,30.0,6.0
123,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Fox Network,,Duffman,S30-E6,30.0,6.0
123,Primetime Emmy Awards,2019,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Fox Network,,Kirk,S30-E6,30.0,6.0
124,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Individual Achievement in Animation,Winner,Caroline Cruikshank,lead character layout artist,,S29-E2,29.0,2.0
125,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Individual Achievement in Animation,Winner,Fox Network,,,S29-E2,29.0,2.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,consulting producer,Homer Simpson,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Arthur Miller,Homer Simpson,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Groundskeeper Willie,Homer Simpson,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Homer Simpson,Homer Simpson,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Krusty the Clown,Homer Simpson,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Sideshow Mel,Homer Simpson,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,consulting producer,Krusty the Clown,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Arthur Miller,Krusty the Clown,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Groundskeeper Willie,Krusty the Clown,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Homer Simpson,Krusty the Clown,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Krusty the Clown,Krusty the Clown,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Sideshow Mel,Krusty the Clown,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,consulting producer,Groundskeeper Willie,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Arthur Miller,Groundskeeper Willie,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Groundskeeper Willie,Groundskeeper Willie,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Homer Simpson,Groundskeeper Willie,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Krusty the Clown,Groundskeeper Willie,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Sideshow Mel,Groundskeeper Willie,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,consulting producer,Sideshow Mel,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Arthur Miller,Sideshow Mel,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Groundskeeper Willie,Sideshow Mel,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Homer Simpson,Sideshow Mel,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Krusty the Clown,Sideshow Mel,S29-E14,29.0,14.0
126,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Sideshow Mel,Sideshow Mel,S29-E14,29.0,14.0
127,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Fox Network,,Sideshow Mel,S29-E14,29.0,14.0
127,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Fox Network,,Homer Simpson,S29-E14,29.0,14.0
127,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Fox Network,,Krusty the Clown,S29-E14,29.0,14.0
127,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Fox Network,,Groundskeeper Willie,S29-E14,29.0,14.0
128,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,developer,,S29-E9,29.0,9.0
128,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,executive creative consultant,,S29-E9,29.0,9.0
128,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,executive producer,,S29-E9,29.0,9.0
129,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,character designer,,S29-E9,29.0,9.0
129,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,creative consultant,,S29-E9,29.0,9.0
129,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,creator,,S29-E9,29.0,9.0
129,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,developer,,S29-E9,29.0,9.0
129,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,executive producer,,S29-E9,29.0,9.0
130,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Al Jean,executive producer,,S29-E9,29.0,9.0
131,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Selman,executive producer,,S29-E9,29.0,9.0
132,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,J. Stewart Burns,co-executive producer,,S29-E9,29.0,9.0
133,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Michael Price,co-executive producer,,S29-E9,29.0,9.0
134,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Bill Odenkirk,co-executive producer,,S29-E9,29.0,9.0
135,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Joel H. Cohen,co-executive producer,,S29-E9,29.0,9.0
136,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Rob LaZebnik,co-executive producer,,S29-E9,29.0,9.0
137,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Jeff Westbrook,co-executive producer,,S29-E9,29.0,9.0
138,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Brian Kelley,co-executive producer,,S29-E9,29.0,9.0
139,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Dan Vebber,co-executive producer,,S29-E9,29.0,9.0
140,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Ryan Koh,co-executive producer,,S29-E9,29.0,9.0
141,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Richard K. Chung,producer,,S29-E9,29.0,9.0
142,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Tom Klein,animation producer,,S29-E9,29.0,9.0
143,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Andrea Romero,animation producer,,S29-E9,29.0,9.0
144,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Mike B. Anderson,supervising director,,S29-E9,29.0,9.0
145,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Eddie Rosas,assistant director,,S29-E9,29.0,9.0
145,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Eddie Rosas,storyboard artist,,S29-E9,29.0,9.0
146,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Sam Im,lead animation timer,,S29-E9,29.0,9.0
147,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,Rob Oliver,director,,S29-E9,29.0,9.0
148,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,John Frink,executive producer,,S29-E9,29.0,9.0
148,Primetime Emmy Awards,2018,Primetime Emmy,Outstanding Animated Program,Nominee,John Frink,writer,,S29-E9,29.0,9.0
149,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Nancy Cartwright,Bart Simpson,Bart Simpson,S28-E19,28.0,19.0
149,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Nancy Cartwright,Kearney Zzyzwicz,Bart Simpson,S28-E19,28.0,19.0
149,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Nancy Cartwright,Nelson Muntz,Bart Simpson,S28-E19,28.0,19.0
150,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,developer,,S28-E3,28.0,3.0
150,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,executive creative consultant,,S28-E3,28.0,3.0
150,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,executive producer,,S28-E3,28.0,3.0
151,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,character designer,,S28-E3,28.0,3.0
151,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,creative consultant,,S28-E3,28.0,3.0
151,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,creator,,S28-E3,28.0,3.0
151,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,developer,,S28-E3,28.0,3.0
151,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,executive producer,,S28-E3,28.0,3.0
152,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Al Jean,executive producer,,S28-E3,28.0,3.0
153,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Selman,executive producer,,S28-E3,28.0,3.0
154,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,John Frink,executive producer,,S28-E3,28.0,3.0
155,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,J. Stewart Burns,co-executive producer,,S28-E3,28.0,3.0
156,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Michael Price,co-executive producer,,S28-E3,28.0,3.0
157,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Bill Odenkirk,co-executive producer,,S28-E3,28.0,3.0
158,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Joel H. Cohen,co-executive producer,,S28-E3,28.0,3.0
159,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Rob LaZebnik,co-executive producer,,S28-E3,28.0,3.0
160,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Jeff Westbrook,co-executive producer,,S28-E3,28.0,3.0
161,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Brian Kelley,co-executive producer,,S28-E3,28.0,3.0
162,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Dan Vebber,co-executive producer,,S28-E3,28.0,3.0
163,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Larina Jean Adamson,supervising producer,,S28-E3,28.0,3.0
164,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Ryan Koh,supervising producer,,S28-E3,28.0,3.0
165,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Tom Klein,animation producer,,S28-E3,28.0,3.0
166,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Mike B. Anderson,supervising director,,S28-E3,28.0,3.0
167,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Eddie Rosas,assistant director,,S28-E3,28.0,3.0
168,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Carlton Batten,lead animation timer,,S28-E3,28.0,3.0
169,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Rob Oliver,director,,S28-E3,28.0,3.0
170,Primetime Emmy Awards,2017,Primetime Emmy,Outstanding Animated Program,Nominee,Dave King,writer,,S28-E3,28.0,3.0
171,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,developer,,S27-E4,27.0,4.0
171,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,executive creative consultant,,S27-E4,27.0,4.0
171,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,James L. Brooks,executive producer,,S27-E4,27.0,4.0
172,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,character designer,,S27-E4,27.0,4.0
172,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,creative consultant,,S27-E4,27.0,4.0
172,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,creator,,S27-E4,27.0,4.0
172,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,developer,,S27-E4,27.0,4.0
172,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Groening,executive producer,,S27-E4,27.0,4.0
173,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Al Jean,executive producer,,S27-E4,27.0,4.0
174,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Matt Selman,executive producer,,S27-E4,27.0,4.0
175,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,John Frink,executive producer,,S27-E4,27.0,4.0
176,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Kevin Curran,co-executive producer,,S27-E4,27.0,4.0
177,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,J. Stewart Burns,co-executive producer,,S27-E4,27.0,4.0
178,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Michael Price,co-executive producer,,S27-E4,27.0,4.0
179,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Bill Odenkirk,co-executive producer,,S27-E4,27.0,4.0
180,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Marc Wilmore,co-executive producer,,S27-E4,27.0,4.0
181,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Joel H. Cohen,co-executive producer,,S27-E4,27.0,4.0
182,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Rob LaZebnik,co-executive producer,,S27-E4,27.0,4.0
183,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Jeff Westbrook,co-executive producer,,S27-E4,27.0,4.0
184,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Brian Kelley,co-executive producer,,S27-E4,27.0,4.0
185,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Larina Jean Adamson,supervising producer,,S27-E4,27.0,4.0
186,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Tom Klein,animation producer,,S27-E4,27.0,4.0
187,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Carolyn Omine,consulting producer,,S27-E4,27.0,4.0
187,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Carolyn Omine,writer,,S27-E4,27.0,4.0
188,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Mike B. Anderson,supervising director,,S27-E4,27.0,4.0
189,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Jennifer Moeller,assistant director,,S27-E4,27.0,4.0
190,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Norman P. Auble,assistant director,,S27-E4,27.0,4.0
191,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Robert Ingram,lead animation timer,,S27-E4,27.0,4.0
192,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Animated Program,Nominee,Fox Network,,,S27-E4,27.0,4.0
193,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Sound Mixing for a Comedy or Drama Series (Half-Hour) and Animation,Nominee,Mark Linden,re-recording mixer,,S27-E4,27.0,4.0
194,Primetime Emmy Awards,2016,Primetime Emmy,Outstanding Sound Mixing for a Comedy or Drama Series (Half-Hour) and Animation,Nominee,Tara A. Paul,re-recording mixer,,S27-E4,27.0,4.0
195,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Winner,Hank Azaria,Apu Nahasapeemapetilon,Moe Szyslak,S26-E15,26.0,15.0
195,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Winner,Hank Azaria,Carl Carlson Carl Carlsonson,Moe Szyslak,S26-E15,26.0,15.0
195,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Winner,Hank Azaria,Chief Wiggum,Moe Szyslak,S26-E15,26.0,15.0
195,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Winner,Hank Azaria,Moe Szyslak,Moe Szyslak,S26-E15,26.0,15.0
196,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Abraham Simpson,Homer Simpson,S26-E11,26.0,11.0
196,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Homer Simpson,Homer Simpson,S26-E11,26.0,11.0
196,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Krusty the Clown,Homer Simpson,S26-E11,26.0,11.0
196,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Dan Castellaneta,Santa's Little Helper,Homer Simpson,S26-E11,26.0,11.0
197,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Tress MacNeille,Blonde Woman in Book Club,Laney Fontaine,S26-E14,26.0,14.0
197,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Tress MacNeille,Laney Fontaine,Laney Fontaine,S26-E14,26.0,14.0
197,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Tress MacNeille,Mrs. Muntz,Laney Fontaine,S26-E14,26.0,14.0
197,Primetime Emmy Awards,2015,Primetime Emmy,Outstanding Character Voice-Over Performance,Nominee,Tress MacNeille,Shauna,Laney Fontaine,S26-E14,26.0,14.0
